SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,SHARED_TIME,TITLEI_STATUS,TITLEI_STATUS_TEXT,MAGNET_TEXT,NSLP_STATUS,NSLP_STATUS_TEXT,VIRTUAL,VIRTUAL_TEXT
2017-2018,6,CALIFORNIA,CA,Montecito Union,1,,CA-4269252,625500,CA-4269252-6045728,62550003815,603815,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Seaside Middle,1,,CA-2766092,625530,CA-2766092-6058739,62553003341,603341,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Walter Colton,1,,CA-2766092,625530,CA-2766092-6058747,62553003818,603818,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,J. C. Crumpton Elementary,1,,CA-2766092,625530,CA-2766092-6026256,62553003820,603820,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Central Coast High,1,,CA-2766092,625530,CA-2766092-2732253,62553003821,603821,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Del Rey Woods Elementary,1,,CA-2766092,625530,CA-2766092-6026181,62553003823,603823,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Foothill Elementary,1,,CA-2766092,625530,CA-2766092-6026199,62553003825,603825,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Highland Elementary,1,,CA-2766092,625530,CA-2766092-6026223,62553003828,603828,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Martin Luther King,1,,CA-2766092,625530,CA-2766092-6058721,62553003829,603829,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,La Mesa Elementary,1,,CA-2766092,625530,CA-2766092-6026280,62553003830,603830,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Los Arboles Middle,1,,CA-2766092,625530,CA-2766092-6058713,62553003832,603832,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,George C. Marshall Elementary,1,,CA-2766092,625530,CA-2766092-6026207,62553003837,603837,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Monterey High,1,,CA-2766092,625530,CA-2766092-2732808,62553003839,603839,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ione Olson Elementary,1,,CA-2766092,625530,CA-2766092-6026249,62553003840,603840,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ord Terrace Elementary,1,,CA-2766092,625530,CA-2766092-6026355,62553003841,603841,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Seaside High,1,,CA-2766092,625530,CA-2766092-2735348,62553003843,603843,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Marina Vista Elementary,1,,CA-2766092,625530,CA-2766092-6026314,62553007181,607181,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,International School of Monterey,1,,CA-2766092,625530,CA-2766092-6118962,62553008744,608744,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Learning for Life Charter,1,,CA-2766092,625530,CA-2766092-2730240,62553010560,610560,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Marina High,1,,CA-2766092,625530,CA-2766092-0111435,62553011697,611697,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Monterey Peninsula Unified School District Community Day,1,,CA-2766092,625530,CA-2766092-0112896,62553011941,611941,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Monterey Peninsula Unified Sc,1,,CA-2766092,625530,CA-2766092-0115642,62553012178,612178,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Monte Vista,1,,CA-2766092,625530,CA-2766092-0124602,62553012851,612851,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Marina Childrens Center,1,,CA-2766092,625530,CA-2766092-0122457,62553013547,613547,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Dual Language Academy of the Monterey Peninsula,1,,CA-2766092,625530,CA-2766092-0129239,62553013758,613758,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,MPUSD Preschool,1,,CA-2766092,625530,CA-2766092-0134999,62553014161,614161,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Montgomery Elementary,1,,CA-4970821,625650,CA-4970821-6051874,62565003845,603845,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mesa Verde Middle,1,,CA-5673940,625690,CA-5673940-6112189,62569004325,604325,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Flory Academy of Sciences and Technology,1,,CA-5673940,625690,CA-5673940-6055131,62569007783,607783,Missing,TGELGBTGPROG,Title I targeted assistance school,Yes,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Moorpark High,1,,CA-5673940,625690,CA-5673940-5633250,62569007784,607784,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Peach Hill Academy,1,,CA-5673940,625690,CA-5673940-6055149,62569007785,607785,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Chaparral Middle,1,,CA-5673940,625690,CA-5673940-6102230,62569007786,607786,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Walnut Canyon Elementary,1,,CA-5673940,625690,CA-5673940-6115430,62569007935,607935,Missing,TGELGBTGPROG,Title I targeted assistance school,Yes,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Community High,1,,CA-5673940,625690,CA-5673940-5630215,62569008166,608166,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Campus Canyon Elementary,1,,CA-5673940,625690,CA-5673940-6106439,62569009157,609157,Missing,TGELGBTGPROG,Title I targeted assistance school,Yes,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mountain Meadows Elementary,1,,CA-5673940,625690,CA-5673940-6106447,62569009158,609158,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Arroyo West Elementary,1,,CA-5673940,625690,CA-5673940-6109847,62569010342,610342,Missing,TGELGBTGPROG,Title I targeted assistance school,Yes,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,The High School at Moorpark College,1,,CA-5673940,625690,CA-5673940-5630371,62569010455,610455,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,IvyTech Charter,1,,CA-5673940,625690,CA-5673940-0121426,62569012564,612564,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Camino Pablo Elementary,1,,CA-0761747,625740,CA-0761747-6003909,62574003849,603849,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Donald L. Rheem Elementary,1,,CA-0761747,625740,CA-0761747-6003917,62574003850,603850,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Joaquin Moraga Intermediate,1,,CA-0761747,625740,CA-0761747-6003925,62574003851,603851,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Los Perales Elementary,1,,CA-0761747,625740,CA-0761747-6003933,62574007075,607075,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Country Lane Elementary,1,,CA-4369575,625770,CA-4369575-6047740,62577003853,603853,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Easterbrook Discovery,1,,CA-4369575,625770,CA-4369575-6047765,62577003854,603854,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Moreland Middle,1,,CA-4369575,625770,CA-4369575-6047781,62577003855,603855,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,George C. Payne Elementary,1,,CA-4369575,625770,CA-4369575-6047799,62577003856,603856,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Gussie M. Baker Elementary,1,,CA-4369575,625770,CA-4369575-6047807,62577003857,603857,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Leroy Anderson Elementary,1,,CA-4369575,625770,CA-4369575-6047831,62577003860,603860,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Latimer Elementary,1,,CA-4369575,625770,CA-4369575-0129940,62577013806,613806,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Seneca Elementary,1,,CA-3367124,625800,CA-3367124-6110928,62580001009,601009,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Moreno Valley Community Learning Center,1,,CA-3367124,625800,CA-3367124-3330685,62580003589,603589,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Armada Elementary,1,,CA-3367124,625800,CA-3367124-6032288,62580003863,603863,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Edgemont Elementary,1,,CA-3367124,625800,CA-3367124-6032304,62580003865,603865,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Midland Elementary,1,,CA-3367124,625800,CA-3367124-6032312,62580003866,603866,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Moreno Elementary,1,,CA-3367124,625800,CA-3367124-6032320,62580003867,603867,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,March Mountain High,1,,CA-3367124,625800,CA-3367124-3333762,62580003868,603868,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Moreno Valley High,1,,CA-3367124,625800,CA-3367124-3333770,62580003869,603869,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Sunnymead Elementary,1,,CA-3367124,625800,CA-3367124-6032338,62580003870,603870,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bayside Community Day,1,,CA-3367124,625800,CA-3367124-3330800,62580007213,607213,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sunnymeadows Elementary,1,,CA-3367124,625800,CA-3367124-6103519,62580008167,608167,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,March Valley,1,,CA-3367124,625800,CA-3367124-3330958,62580008561,608561,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Canyon Springs High,1,,CA-3367124,625800,CA-3367124-3330396,62580008906,608906,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Butterfield Elementary,1,,CA-3367124,625800,CA-3367124-6103501,62580008907,608907,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Honey Hollow Elementary,1,,CA-3367124,625800,CA-3367124-6105514,62580008908,608908,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Serrano Elementary,1,,CA-3367124,625800,CA-3367124-6106041,62580008909,608909,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sugar Hill Elementary,1,,CA-3367124,625800,CA-3367124-6106066,62580008910,608910,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Vista Heights Middle,1,,CA-3367124,625800,CA-3367124-6106058,62580009159,609159,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Creekside Elementary,1,,CA-3367124,625800,CA-3367124-6106942,62580009160,609160,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Cloverdale Elementary,1,,CA-3367124,625800,CA-3367124-6107080,62580009162,609162,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Valley View High,1,,CA-3367124,625800,CA-3367124-3330438,62580009404,609404,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Mountain View Middle,1,,CA-3367124,625800,CA-3367124-6107643,62580009405,609405,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bear Valley Elementary,1,,CA-3367124,625800,CA-3367124-6107890,62580009582,609582,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Badger Springs Middle,1,,CA-3367124,625800,CA-3367124-6108674,62580009583,609583,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sunnymead Middle,1,,CA-3367124,625800,CA-3367124-6108690,62580009585,609585,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Box Springs Elementary,1,,CA-3367124,625800,CA-3367124-6108716,62580009586,609586,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Hendrick Ranch Elementary,1,,CA-3367124,625800,CA-3367124-6108724,62580009587,609587,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Hidden Springs Elementary,1,,CA-3367124,625800,CA-3367124-6108732,62580009588,609588,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,North Ridge Elementary,1,,CA-3367124,625800,CA-3367124-6109110,62580009934,609934,Missing,SWELIGSWPROG,Title I schoolwide school,Yes,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ridge Crest Elementary,1,,CA-3367124,625800,CA-3367124-6109508,62580009935,609935,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Landmark Middle,1,,CA-3367124,625800,CA-3367124-6109979,62580010277,610277,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Palm Middle,1,,CA-3367124,625800,CA-3367124-6110027,62580010278,610278,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Vista del Lago High,1,,CA-3367124,625800,CA-3367124-3331071,62580010583,610583,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,TownGate Elementary,1,,CA-3367124,625800,CA-3367124-0102731,62580011024,611024,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Alessandro,1,,CA-3367124,625800,CA-3367124-0105940,62580011025,611025,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,La Jolla Elementary,1,,CA-3367124,625800,CA-3367124-0108134,62580011026,611026,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ramona Elementary,1,,CA-3367124,625800,CA-3367124-6104582,62580011027,611027,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Chaparral Hills Elementary,1,,CA-3367124,625800,CA-3367124-6106967,62580011028,611028,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rainbow Springs,1,,CA-3367124,625800,CA-3367124-0115840,62580012835,612835,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Moreno Valley Online Academy,1,,CA-3367124,625800,CA-3367124-0128868,62580013683,613683,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,FACEVIRTUAL,Virtual with face to face options
2017-2018,6,CALIFORNIA,CA,Lewis H. Britton Middle,1,,CA-4369583,625830,CA-4369583-6095384,62583003871,603871,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Central High (Continuation),1,,CA-4369583,625830,CA-4369583-4334488,62583003873,603873,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Jackson Academy of Music and Math (JAMM),1,,CA-4369583,625830,CA-4369583-6098263,62583003876,603876,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Live Oak High,1,,CA-4369583,625830,CA-4369583-4333951,62583003877,603877,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Los Paseos Elementary,1,,CA-4369583,625830,CA-4369583-6095392,62583003878,603878,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Martin Murphy Middle,1,,CA-4369583,625830,CA-4369583-6100325,62583003880,603880,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Nordstrom Elementary,1,,CA-4369583,625830,CA-4369583-6047914,62583003881,603881,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Paradise Valley Engineering Academy,1,,CA-4369583,625830,CA-4369583-6098271,62583003882,603882,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Martin Gwinn Environmental Science Academy,1,,CA-4369583,625830,CA-4369583-6047948,62583003883,603883,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,P. A. Walsh STEAM Academy,1,,CA-4369583,625830,CA-4369583-6047922,62583003884,603884,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,El Toro Health Science Academy,1,,CA-4369583,625830,CA-4369583-6109375,62583009937,609937,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Barrett Elementary,1,,CA-4369583,625830,CA-4369583-6118376,62583010404,610404,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Charter School of Morgan Hill,1,,CA-4369583,625830,CA-4369583-6118541,62583010405,610405,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ann Sobrato High,1,,CA-4369583,625830,CA-4369583-0102368,62583011453,611453,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Joshua Tree Elementary,1,,CA-3667777,625860,CA-3667777-6035984,62586003885,603885,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Morongo Valley Elementary,1,,CA-3667777,625860,CA-3667777-6035992,62586003887,603887,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Oasis Elementary,1,,CA-3667777,625860,CA-3667777-6036008,62586003888,603888,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Palm Vista Elementary,1,,CA-3667777,625860,CA-3667777-6036016,62586003889,603889,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Black Rock Alternative/Continuation,1,,CA-3667777,625860,CA-3667777-3630217,62586003890,603890,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Twentynine Palms Elementary,1,,CA-3667777,625860,CA-3667777-6036024,62586003891,603891,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Twentynine Palms High,1,,CA-3667777,625860,CA-3667777-3636743,62586003892,603892,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Twentynine Palms Junior High,1,,CA-3667777,625860,CA-3667777-6036032,62586003893,603893,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Yucca Valley Elementary,1,,CA-3667777,625860,CA-3667777-6036040,62586003894,603894,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Yucca Valley High,1,,CA-3667777,625860,CA-3667777-3638616,62586003895,603895,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
